0 6.43958 6.43958 0 0 0 0 11.9305 11.9305 0 0 0 0 
1 6.43958 6.43958 0 0 0 0 11.9334 11.9319 0.00103099 0 0 0 
2 6.43958 6.43958 0 0 0 0 11.9334 11.9324 0.000793655 0 0 0 
3 6.43958 6.43958 0 0 0 0 11.9334 11.9327 0.000631349 0 0 0 
4 6.43958 6.43958 3.76973e-08 0 0 0 11.9334 11.9328 0.000521644 0 0 0 
5 6.43958 6.43958 3.44128e-08 0 0 0 11.9334 11.9329 0.000443667 0 0 0 
6 6.43958 6.43958 -nan 0 0 0 11.9334 11.933 0.00038568 0 0 0 
7 6.43958 6.43958 -nan 0 0 0 11.9334 11.933 0.000340967 0 0 0 
8 6.43958 6.43958 3.97364e-08 0 0 0 11.9334 11.9331 0.000305478 0 0 0 
9 6.43958 6.43958 5.3312e-08 0 0 0 11.9334 11.9331 0.000276643 0 0 0 
10 6.43958 6.43958 -nan 0 0 0 11.9334 11.9331 0.000252761 0 0 0 
11 6.43958 6.43958 3.44128e-08 0 0 0 11.9334 11.9332 0.000232661 0 0 0 
12 6.43958 6.43958 0 0 0 0 11.9334 11.9332 0.000215513 0 0 0 
13 6.43958 6.43958 -nan 0 0 0 11.9334 11.9332 0.000200714 0 0 0 
14 6.43958 6.43958 -nan 0 0 0 11.9334 11.9332 0.000187813 0 0 0 
15 6.43958 6.43958 -nan 0 0 0 11.9334 11.9332 0.000176467 0 0 0 
16 6.43958 6.43958 -nan 0 0 0 11.9334 11.9332 0.000166412 0 0 0 
17 6.43958 6.43958 -nan 0 0 0 11.9334 11.9332 0.00015744 0 0 0 
18 6.43958 6.43958 -nan 0 0 0 11.9334 11.9332 0.000149384 0 0 0 
19 6.43958 6.43958 4.21468e-08 0 0 0 11.9334 11.9332 0.000142112 0 0 0 
20 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 0.000135514 0 0 0 
21 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 0.000129501 0 0 0 
22 6.43958 6.43958 1.75765e-08 0 0 0 11.9334 11.9333 0.000123999 0 0 0 
23 6.43958 6.43958 4.8667e-08 0 0 0 11.9334 11.9333 0.000118945 0 0 0 
24 6.43958 6.43958 0 0 0 0 11.9334 11.9333 0.000114286 0 0 0 
25 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 0.000109979 0 0 0 
26 6.43958 6.43958 3.24447e-08 0 0 0 11.9334 11.9333 0.000105984 0 0 0 
27 6.43958 6.43958 3.56206e-08 0 0 0 11.9334 11.9333 0.000102269 0 0 0 
28 6.43958 6.43958 0 0 0 0 11.9334 11.9333 9.88055e-05 0 0 0 
29 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 9.55687e-05 0 0 0 
30 6.43958 6.43958 2.62225e-08 0 0 0 11.9334 11.9333 9.25373e-05 0 0 0 
31 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 8.96922e-05 0 0 0 
32 6.43958 6.43958 2.07517e-08 0 0 0 11.9334 11.9333 8.70168e-05 0 0 0 
33 6.43958 6.43958 5.00779e-08 0 0 0 11.9334 11.9333 8.44963e-05 0 0 0 
34 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 8.21176e-05 0 0 0 
35 6.43958 6.43958 3.717e-08 0 0 0 11.9334 11.9333 7.98692e-05 0 0 0 
36 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 7.77405e-05 0 0 0 
37 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 7.57224e-05 0 0 0 
38 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 7.38064e-05 0 0 0 
39 6.43958 6.43958 3.52626e-08 0 0 0 11.9334 11.9333 7.19849e-05 0 0 0 
40 6.43958 6.43958 1.86174e-08 0 0 0 11.9334 11.9333 7.02511e-05 0 0 0 
41 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 6.85989e-05 0 0 0 
42 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 6.70225e-05 0 0 0 
43 6.43958 6.43958 3.11275e-08 0 0 0 11.9334 11.9333 6.5517e-05 0 0 0 
44 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 6.40777e-05 0 0 0 
45 6.43958 6.43958 1.24284e-08 0 0 0 11.9334 11.9333 6.27001e-05 0 0 0 
46 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 6.13806e-05 0 0 0 
47 6.43958 6.43958 3.84746e-08 0 0 0 11.9334 11.9333 6.01153e-05 0 0 0 
48 6.43958 6.43958 -nan 0 0 0 11.9334 11.9333 5.89014e-05 0 0 0 
49 6.43958 6.43958 2.06477e-08 0 0 0 11.9334 11.9333 5.77353e-05 0 0 0 
