0 1 -nan
1 1.41856 0.00440348
2 1.73915 0.0054447
3 2.00414 0.00694481
4 2.23691 0.00833926
5 2.44345 0.00906565
6 2.63994 0.00874085
7 2.83062 0.00977138
8 3.01033 0.0105358
9 3.16747 0.0113734
10 3.33004 0.0110179
11 3.47696 0.011847
12 3.61877 0.0125102
13 3.7506 0.0134911
14 3.88038 0.014446
15 4.01459 0.0148563
16 4.14567 0.0147391
17 4.26873 0.0153588
18 4.38433 0.0175005
19 4.50181 0.0187312
20 4.60861 0.0195567
21 4.7082 0.0196478
22 4.81454 0.019689
23 4.92415 0.0205243
24 5.03176 0.0210546
25 5.14305 0.0212901
26 5.22111 0.0208867
27 5.32347 0.0215257
28 5.42001 0.0218648
29 5.51651 0.0227048
30 5.60328 0.0231698
31 5.69368 0.0226092
32 5.78997 0.0220272
33 5.86445 0.0220849
34 5.93977 0.0214716
35 6.02845 0.0216524
36 6.10991 0.0222136
37 6.19081 0.0230148
38 6.27889 0.0240358
39 6.36952 0.024198
40 6.45077 0.0241203
41 6.52827 0.0232555
42 6.61646 0.0233764
43 6.68519 0.0241698
44 6.75264 0.0240975
45 6.83249 0.024419
46 6.89978 0.0248727
47 6.97079 0.0252324
48 7.04502 0.0255188
49 7.12253 0.0258115
50 7.19916 0.0270207
51 7.27057 0.0276027
52 7.33857 0.0280065
53 7.41962 0.0279125
54 7.48349 0.0281829
55 7.5444 0.0287596
56 7.6116 0.0287263
57 7.67626 0.0295607
58 7.73521 0.0287088
59 7.79906 0.0288682
60 7.86268 0.0286089
61 7.92331 0.0286103
62 7.98644 0.0286802
63 8.04642 0.0288057
64 8.1099 0.0301052
65 8.1727 0.0300973
66 8.23153 0.0288549
67 8.29076 0.0285957
68 8.34587 0.0284001
69 8.39638 0.0285621
70 8.46467 0.0291754
71 8.52361 0.0294963
72 8.58576 0.0293242
73 8.64666 0.0303186
74 8.71285 0.0307516
75 8.77149 0.0305696
76 8.83048 0.0307022
77 8.88082 0.0319533
78 8.9479 0.0320858
79 9.01361 0.0328082
80 9.06426 0.033425
81 9.11587 0.0344936
82 9.16461 0.0345022
83 9.22643 0.0351969
84 9.27765 0.0351742
85 9.33602 0.0356353
86 9.38772 0.0355663
87 9.44164 0.035485
88 9.48793 0.0352889
89 9.53026 0.0349689
90 9.5779 0.034791
91 9.63055 0.0350089
92 9.68807 0.0362403
93 9.7299 0.0363173
94 9.78615 0.0364846
95 9.83972 0.0381427
96 9.89196 0.0388453
97 9.94306 0.0398883
98 9.99113 0.0407582
99 10.0485 0.041306
