0 1 -nan
1 1.41633 0.00697632
2 1.73321 0.010703
3 1.9999 0.0123533
4 2.23231 0.0135953
5 2.44139 0.0162568
6 2.61717 0.0184398
7 2.79871 0.0191152
8 2.96891 0.0201004
9 3.12724 0.0223197
10 3.26925 0.0243579
11 3.42099 0.0244831
12 3.54739 0.0259174
13 3.6671 0.0286788
14 3.8041 0.0305853
15 3.94015 0.0319186
16 4.07195 0.0312187
17 4.19438 0.0318569
18 4.30832 0.0333117
19 4.40804 0.0344011
20 4.52071 0.0338361
21 4.62593 0.0348671
22 4.7305 0.0351521
23 4.82037 0.0346317
24 4.91675 0.0350035
25 5.02362 0.0354658
26 5.12609 0.0367994
27 5.22073 0.0384413
28 5.32353 0.0396754
29 5.41716 0.0398826
30 5.51275 0.0399337
31 5.6091 0.0409906
32 5.70754 0.0410109
33 5.80186 0.0419796
34 5.89759 0.0419983
35 5.97612 0.0438671
36 6.05818 0.0457363
37 6.12343 0.0448169
38 6.2136 0.0454416
39 6.28404 0.045259
40 6.37344 0.0446258
41 6.45439 0.0431878
42 6.53587 0.0418725
43 6.60848 0.041354
44 6.68844 0.0410602
45 6.76751 0.0417572
46 6.85501 0.0411338
47 6.92133 0.0412523
48 6.98398 0.0411659
49 7.06164 0.0420054
50 7.12803 0.042552
51 7.20036 0.0427346
52 7.26878 0.0426868
53 7.34703 0.0424437
54 7.42773 0.0435516
55 7.4972 0.0423099
56 7.5564 0.0429178
57 7.63406 0.0427379
58 7.71139 0.043191
59 7.77766 0.044093
60 7.83178 0.043805
61 7.89739 0.0453181
62 7.94768 0.0462539
63 8.00075 0.0455988
64 8.06335 0.047411
65 8.11199 0.0477382
66 8.17508 0.0470531
67 8.23505 0.0479259
68 8.27609 0.0482313
69 8.33957 0.0486358
70 8.39876 0.0501824
71 8.45792 0.050559
72 8.51732 0.0517197
73 8.57755 0.0518612
74 8.64449 0.0527254
75 8.71071 0.0530698
76 8.7547 0.0529973
77 8.81033 0.0523367
78 8.8722 0.0527558
79 8.92843 0.0533055
80 8.98461 0.0544786
81 9.04268 0.0554855
82 9.10231 0.0566895
83 9.15902 0.0581952
84 9.22575 0.0581831
85 9.28982 0.0594
86 9.35004 0.0592865
87 9.39472 0.059818
88 9.44491 0.0608408
89 9.47567 0.0601993
90 9.53281 0.0592414
91 9.59193 0.0610072
92 9.63319 0.0612367
93 9.67839 0.0607098
94 9.74105 0.0613825
95 9.79855 0.0604786
96 9.86708 0.0615681
97 9.9249 0.0607875
98 9.98335 0.0617529
99 10.0242 0.0617874
